,,,,total,total,total,fatal,fatal,fatal
vax_name,,,,astra,moderna,pfizer,astra,moderna,pfizer
name0,name1,reaction name,level,,,,,,
Cardiac disorders,Rate and rhythm disorders NEC,Paroxysmal arrhythmia,3,2.0,1.0,1.0,0.0,0.0,0.0
Cardiac disorders,Rate and rhythm disorders NEC,Postural orthostatic tachycardia syndrome,3,45.0,4.0,59.0,0.0,0.0,0.0
Cardiac disorders,Rate and rhythm disorders NEC,Sinusoidal foetal heart rate pattern,3,,1.0,,,0.0,
Cardiac disorders,Rate and rhythm disorders NEC,Tachyarrhythmia,3,11.0,4.0,11.0,0.0,0.0,0.0
Cardiac disorders,Rate and rhythm disorders NEC,Tachycardia,3,1737.0,894.0,2610.0,0.0,1.0,0.0
Cardiac disorders,Rate and rhythm disorders NEC,Tachycardia foetal,3,,1.0,1.0,,0.0,0.0
Cardiac disorders,Rate and rhythm disorders NEC,Tachycardia paroxysmal,3,,1.0,1.0,,0.0,0.0
Cardiac disorders,Right ventricular failures,Cor pulmonale,3,,,1.0,,,0.0
Cardiac disorders,Right ventricular failures,Right ventricular failure,3,5.0,,1.0,1.0,,0.0
Cardiac disorders,Supraventricular arrhythmias,Arrhythmia supraventricular,3,20.0,2.0,17.0,0.0,0.0,0.0
Cardiac disorders,Supraventricular arrhythmias,Atrial fibrillation,3,379.0,86.0,324.0,1.0,1.0,1.0
Cardiac disorders,Supraventricular arrhythmias,Atrial flutter,3,55.0,15.0,48.0,0.0,0.0,0.0
Cardiac disorders,Supraventricular arrhythmias,Atrial tachycardia,3,4.0,3.0,14.0,0.0,0.0,0.0
Cardiac disorders,Supraventricular arrhythmias,Nodal arrhythmia,3,,,1.0,,,0.0
Cardiac disorders,Supraventricular arrhythmias,Sinus arrest,3,1.0,,1.0,0.0,,0.0
Cardiac disorders,Supraventricular arrhythmias,Sinus arrhythmia,3,3.0,3.0,10.0,0.0,0.0,0.0
Cardiac disorders,Supraventricular arrhythmias,Sinus bradycardia,3,7.0,,16.0,0.0,,0.0
Cardiac disorders,Supraventricular arrhythmias,Sinus node dysfunction,3,2.0,,2.0,0.0,,0.0
Cardiac disorders,Supraventricular arrhythmias,Sinus tachycardia,3,76.0,15.0,94.0,0.0,0.0,0.0
Cardiac disorders,Supraventricular arrhythmias,Supraventricular extrasystoles,3,2.0,3.0,6.0,0.0,0.0,0.0
Cardiac disorders,Supraventricular arrhythmias,Supraventricular tachycardia,3,47.0,11.0,53.0,0.0,0.0,0.0
Cardiac disorders,Tricuspid valvular disorders,Tricuspid valve incompetence,3,10.0,,6.0,0.0,,0.0
Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Cardiac arrest,3,203.0,21.0,141.0,44.0,8.0,48.0
Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Cardio-respiratory arrest,3,2.0,,2.0,1.0,,2.0
Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Pulseless electrical activity,3,7.0,,8.0,0.0,,0.0
Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular arrhythmia,3,2.0,1.0,6.0,0.0,0.0,0.0
Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular extrasystoles,3,25.0,5.0,32.0,0.0,0.0,0.0
Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular fibrillation,3,10.0,2.0,10.0,1.0,0.0,1.0
Cardiac disorders,Ventricular arrhythmias and cardiac arrest,Ventricular tachycardia,3,21.0,7.0,20.0,0.0,0.0,0.0
Congenital disorders,Arterial disorders congenital,Congenital arterial malformation,3,,1.0,,,0.0,
Congenital disorders,Autosomal chromosomal abnormalities,Trisomy 18,3,1.0,,,0.0,,
Congenital disorders,Autosomal chromosomal abnormalities,Trisomy 21,3,1.0,,,0.0,,
Congenital disorders,Autosomal chromosomal abnormalities,Trisomy 8,3,,,1.0,,,0.0
Congenital disorders,Cardiac disorders congenital NEC,Brugada syndrome,3,1.0,,,0.0,,
Congenital disorders,Cardiac disorders congenital NEC,Heart disease congenital,3,12.0,4.0,20.0,0.0,0.0,0.0
Congenital disorders,Cardiac hypoplasias congenital,Ventricular hypoplasia,3,,,1.0,,,0.0
Congenital disorders,Cardiac septal defects congenital,Atrial septal defect,3,2.0,,2.0,0.0,,0.0
Congenital disorders,Cardiac septal defects congenital,Hypertrophic cardiomyopathy,3,3.0,,1.0,0.0,,0.0
Congenital disorders,Cardiac septal defects congenital,Ventricular septal defect,3,,,2.0,,,0.0
Congenital disorders,Cardiac valve disorders congenital,Bicuspid aortic valve,3,1.0,,2.0,0.0,,0.0
Congenital disorders,Central nervous system disorders congenital NEC,Brain malformation,3,2.0,,,0.0,,
Congenital disorders,Central nervous system disorders congenital NEC,Neural tube defect,3,1.0,,,1.0,,
Congenital disorders,Central nervous system disorders congenital NEC,Spina bifida,3,2.0,,2.0,0.0,,1.0
Congenital disorders,Central nervous system disorders congenital NEC,Syringomyelia,3,1.0,,1.0,0.0,,0.0
Congenital disorders,Cerebellar disorders congenital,Arnold-Chiari malformation,3,2.0,1.0,1.0,0.0,0.0,0.0
Congenital disorders,Cerebellar disorders congenital,Hereditary ataxia,3,,1.0,2.0,,0.0,0.0
Congenital disorders,Cerebral disorders congenital,Anencephaly,3,1.0,,2.0,0.0,,0.0
Congenital disorders,Cerebral disorders congenital,Cerebral palsy,3,2.0,,4.0,0.0,,0.0
Congenital disorders,Cerebral disorders congenital,Congenital hydrocephalus,3,,,1.0,,,0.0
Congenital disorders,Chromosomal abnormalities NEC,Cytogenetic abnormality,3,,,1.0,,,0.0
Congenital disorders,Coagulation disorders congenital,Factor IX deficiency,3,,,1.0,,,0.0
Congenital disorders,Coagulation disorders congenital,Factor VII deficiency,3,1.0,,,0.0,,
Congenital disorders,Coagulation disorders congenital,Haemophilia,3,,,2.0,,,0.0
Congenital disorders,Congenital disorders NEC,Congenital anomaly,3,5.0,,2.0,0.0,,0.0
Congenital disorders,Congenital disorders NEC,Congenital midline defect,3,1.0,,,0.0,,
Congenital disorders,Congenital disorders NEC,Foetal malformation,3,,,1.0,,,0.0
Congenital disorders,Congenital disorders NEC,Heterotaxia,3,1.0,,1.0,0.0,,0.0
Congenital disorders,Congenital disorders NEC,Multiple congenital abnormalities,3,,,1.0,,,0.0
Congenital disorders,Congenital disorders NEC,Young's syndrome,3,1.0,,,0.0,,
Congenital disorders,Congenital disordersCongenital disorders cont'd,Acral peeling skin syndrome,3,,,1.0,,,0.0
Congenital disorders,Congenital disordersCongenital disorders cont'd,Gilbert's syndrome,3,,,1.0,,,0.0
Congenital disorders,Connective tissue disorders congenital,Ehlers-Danlos syndrome,3,6.0,2.0,5.0,0.0,0.0,0.0
Congenital disorders,Diaphragmatic disorders congenital,Congenital diaphragmatic hernia,3,2.0,,1.0,0.0,,0.0
Congenital disorders,Gastrointestinal tract disorders congenital NEC,Gastrointestinal malformation,3,1.0,,,0.0,,
Congenital disorders,Gastrointestinal tract disorders congenital NEC,Gastroschisis,3,,,3.0,,,0.0
Congenital disorders,Gene mutations and other alterations NEC,Hereditary angioedema,3,,1.0,,,0.0,
Congenital disorders,Gene mutations and other alterations NEC,PRPF8 gene mutation,3,,,1.0,,,0.0
Congenital disorders,Gene mutations and other alterations NEC,Tuberous sclerosis complex,3,1.0,,,0.0,,
Congenital disorders,Genetic polymorphisms,Genetic polymorphism,3,,,1.0,,,0.0
Congenital disorders,Great vessel disorders congenital,Coarctation of the aorta,3,1.0,,,0.0,,
Congenital disorders,Great vessel disorders congenital,Congenital great vessel anomaly,3,,,1.0,,,0.0
Congenital disorders,Great vessel disorders congenital,Transposition of the great vessels,3,1.0,,1.0,0.0,,0.0
Congenital disorders,Haematological disorders congenital NEC,Amegakaryocytic thrombocytopenia,3,,,1.0,,,0.0
Congenital disorders,Haematological disorders congenital NEC,Neonatal alloimmune thrombocytopenia,3,,1.0,1.0,,0.0,0.0
Congenital disorders,Haemoglobinopathies congenital,Congenital methaemoglobinaemia,3,,,1.0,,,0.0
Congenital disorders,Immune system abnormalities congenital,Combined immunodeficiency,3,1.0,,1.0,0.0,,0.0
Congenital disorders,Inborn errors of lipid metabolism,Short-chain acyl-coenzyme A dehydrogenase deficiency,3,,,1.0,,,0.0
Congenital disorders,Inborn errors of lipid metabolism,Type IIa hyperlipidaemia,3,1.0,,,0.0,,
Congenital disorders,Inborn errors of metabolism NEC,Acetylcholinesterase deficiency,3,,,1.0,,,0.0
Congenital disorders,Inborn errors of metabolism NEC,Alpha-1 antitrypsin deficiency,3,,,1.0,,,0.0
Congenital disorders,Inborn errors of porphyrin metabolism,Porphyria,3,,,1.0,,,0.0
Congenital disorders,Inborn errors of porphyrin metabolism,Porphyria acute,3,1.0,,,0.0,,
Congenital disorders,Lacrimal system disorders congenital,Dacryostenosis congenital,3,1.0,,,0.0,,
Congenital disorders,Lymphatic system disorders congenital,Cystic lymphangioma,3,,,3.0,,,0.0
Congenital disorders,Lysosomal storage disorders,Mucolipidosis,3,1.0,,,0.0,,
Congenital disorders,Male reproductive tract disorders congenital,Cryptorchism,3,,,1.0,,,0.0
Congenital disorders,Male reproductive tract disorders congenital,Hydrocele,3,3.0,,,0.0,,
Congenital disorders,Male reproductive tract disorders congenital,Micropenis,3,2.0,1.0,4.0,0.0,0.0,0.0
Congenital disorders,Male reproductive tract disorders congenital,Penoscrotal fusion,3,3.0,,1.0,0.0,,0.0
Congenital disorders,Male reproductive tract disorders congenital,Phimosis,3,,,1.0,,,0.0
Congenital disorders,Multiple cardiac abnormalities congenital,Multiple cardiac defects,3,1.0,,,0.0,,
Congenital disorders,Musculoskeletal and connective tissue disorders of limbs congenital,Congenital musculoskeletal disorder of limbs,3,,,1.0,,,0.0
Congenital disorders,Musculoskeletal and connective tissue disorders of limbs congenital,Developmental hip dysplasia,3,,,1.0,,,0.0
Congenital disorders,Musculoskeletal and connective tissue disorders of limbs congenital,Limb reduction defect,3,2.0,,,0.0,,
Congenital disorders,Musculoskeletal and connective tissue disorders of limbs congenital,Os trigonum,3,1.0,,,0.0,,
Congenital disorders,Musculoskeletal and connective tissue disorders of skull congenital,Craniosynostosis,3,,,1.0,,,0.0
Congenital disorders,Musculoskeletal and connective tissue disorders of skull congenital,Platybasia,3,,,1.0,,,0.0
Congenital disorders,Musculoskeletal and connective tissue disorders of spine congenital,Block vertebra,3,,,1.0,,,0.0
Congenital disorders,Musculoskeletal and connective tissue disorders of spine congenital,Brachyolmia,3,,,1.0,,,0.0
Congenital disorders,Musculoskeletal disorders congenital NEC,Congenital multiplex arthrogryposis,3,1.0,,,0.0,,
Congenital disorders,Musculoskeletal disorders congenital NEC,Dysmorphism,3,2.0,1.0,,0.0,0.0,
Congenital disorders,Neurological disorders congenital NEC,Epilepsy with myoclonic-atonic seizures,3,1.0,,,0.0,,
Congenital disorders,Neurological disorders congenital NEC,Familial hemiplegic migraine,3,1.0,1.0,2.0,0.0,0.0,0.0
Congenital disorders,Neurological disorders congenital NEC,Familial periodic paralysis,3,,,1.0,,,0.0
Congenital disorders,Neurological disorders congenital NEC,Huntington's disease,3,1.0,,,1.0,,
Congenital disorders,Neurological disorders congenital NEC,Moebius II syndrome,3,,,1.0,,,0.0
Congenital disorders,Neurological disorders congenital NEC,Neurofibromatosis,3,1.0,,1.0,0.0,,0.0
Congenital disorders,Neurological disorders congenital NEC,Sjogren-Larsson syndrome,3,,,1.0,,,0.0
Congenital disorders,Neurological disorders congenital NEC,Spinal muscular atrophy,3,1.0,,,0.0,,
Congenital disorders,Neurological disorders congenital NEC,Tourette's disorder,3,3.0,,5.0,0.0,,0.0
Congenital disorders,Ocular disorders congenital NEC,Colour blindness,3,9.0,1.0,4.0,0.0,0.0,0.0
Congenital disorders,Ocular disorders congenital NEC,Congenital eye disorder,3,,,1.0,,,0.0
Congenital disorders,Palate disorders congenital,Cleft lip and palate,3,1.0,,2.0,0.0,,0.0
Congenital disorders,Pancreatic disorders congenital,Hereditary pancreatitis,3,1.0,,,0.0,,
Congenital disorders,Pancreatic disorders congenital,Pancreas divisum,3,,1.0,,,0.0,
Congenital disorders,Peripheral nervous system disorders congenital NEC,Hereditary neuropathy with liability to pressure palsies,3,,,1.0,,,0.0
Congenital disorders,Peripheral nervous system disorders congenital NEC,Paroxysmal extreme pain disorder,3,14.0,2.0,2.0,0.0,0.0,0.0
Congenital disorders,Pulmonary and bronchial disorders congenital,Congenital cystic lung,3,,,1.0,,,0.0
Congenital disorders,Pulmonary and bronchial disorders congenital,Cystic fibrosis,3,2.0,,1.0,0.0,,0.0
Congenital disorders,Pulmonary and bronchial disorders congenital,Pulmonary hypoplasia,3,,,1.0,,,0.0
Congenital disorders,Renal disorders congenital,Renal dysplasia,3,,,1.0,,,0.0
Congenital disorders,Retinal disorders congenital,Retinitis pigmentosa,3,,,1.0,,,0.0
Congenital disorders,Sex chromosomal abnormalities,Klinefelter's syndrome,3,1.0,,,0.0,,
Congenital disorders,Sex chromosomal abnormalities,Turner's syndrome,3,,,1.0,,,0.0
Congenital disorders,Skin and subcutaneous tissue disorders congenital NEC,Acral peeling skin syndrome,3,,1.0,,,0.0,
Congenital disorders,Skin and subcutaneous tissue disorders congenital NEC,Benign familial pemphigus,3,1.0,,,0.0,,
Congenital disorders,Tongue disorders congenital,Ankyloglossia congenital,3,1.0,,1.0,0.0,,0.0
Congenital disorders,Tongue disorders congenital,Macroglossia,3,1.0,,,0.0,,
Congenital disorders,Vascular anomalies congenital NEC,Arteriovenous malformation,3,1.0,,,0.0,,
Congenital disorders,Vascular anomalies congenital NEC,Congenital LUMBAR syndrome,3,,,1.0,,,0.0
Congenital disorders,Venous disorders congenital,Anomalous pulmonary venous connection,3,,,1.0,,,0.0
Congenital disorders,congenital,Branchial cyst,3,3.0,,,0.0,,
Congenital disorders,congenital,Hypertelorism,3,,,1.0,,,0.0
Device issues NEC,Device electrical issues,Device electrical impedance issue,3,1.0,,,0.0,,
Device issues NEC,Device electrical issues,Electromagnetic interference,3,1.0,,,0.0,,
Device issues NEC,Device incompatibility issues,Patient-device incompatibility,3,2.0,,,0.0,,
Device issues NEC,Device issues NEC,Device connection issue,3,,,1.0,,,0.0
Device issues NEC,Device issues NEC,Device delivery system issue,3,,,1.0,,,0.0
Device issues NEC,Device issues NEC,Device dislocation,3,2.0,,,0.0,,
Device issues NEC,Device issues NEC,Device expulsion,3,3.0,,1.0,0.0,,0.0
Device issues NEC,Device issues NEC,Device failure,3,,,1.0,,,0.0
Device issues NEC,Device issues NEC,Device issue,3,4.0,,3.0,0.0,,0.0
Device issues NEC,Device issues NEC,Device leakage,3,2.0,,,0.0,,
Device issues NEC,Device malfunction events NEC,Device infusion issue,3,,,1.0,,,0.0
Device issues NEC,Device malfunction events NEC,Device malfunction,3,,,1.0,,,0.0
Device issues NEC,Device malfunction events NEC,Device occlusion,3,1.0,,,0.0,,
Device issues NEC,Device malfunction events NEC,Device pacing issue,3,,,1.0,,,0.0
Device issues NEC,Device malfunction events NEC,Device stimulation issue,3,,,1.0,,,0.0
Device issues NEC,Device malfunction events NEC,Oversensing,3,35.0,2.0,21.0,0.0,0.0,0.0
Device issues NEC,Device malfunction events NEC,Stent malfunction,3,1.0,1.0,,0.0,0.0,
Device issues NEC,Device malfunction events NEC,Thrombosis in device,3,69.0,4.0,16.0,1.0,0.0,0.0
Device issues NEC,Device malfunction events NEC,Undersensing,3,7.0,2.0,1.0,0.0,0.0,0.0
Device issues NEC,Device physical property and chemical issues,Device breakage,3,,,1.0,,,0.0
Device issues NEC,Device physical property and chemical issues,Device defective,3,,,9.0,,,0.0
Device issues NEC,Device physical property and chemical issues,Device kink,3,,,1.0,,,0.0
Device issues NEC,Device physical property and chemical issues,Needle issue,3,11.0,,3.0,0.0,,0.0
Device issues NEC,Device physical property and chemical issues,Syringe issue,3,1.0,,,0.0,,
Device issues NEC,Manufacturing facilities and equipment issues,Manufacturing equipment issue,3,1.0,,,0.0,,
Device issues NEC,Manufacturing materials issues,Manufacturing materials contamination,3,,,1.0,,,0.0
Device issues NEC,Manufacturing materials issues,Manufacturing materials issue,3,,1.0,,,0.0,
Device issues NEC,Product contamination and sterility issues,Product contamination,3,1.0,,17.0,0.0,,0.0
Device issues NEC,Product contamination and sterility issues,Product contamination physical,3,,8.0,11.0,,0.0,0.0
Device issues NEC,Product contamination and sterility issues,Suspected product contamination,3,1.0,1.0,,0.0,0.0,
Device issues NEC,Product distribution and storage issues,Product temperature excursion issue,3,5.0,,,0.0,,
Device issues NEC,Product label issues,Product barcode issue,3,1.0,,,0.0,,
Device issues NEC,Product label issues,Product label issue,3,2.0,8.0,,0.0,0.0,
Device issues NEC,Product packaging issues,Packaging design issue,3,,,1.0,,,0.0
Device issues NEC,Product packaging issues,Product closure issue,3,,,1.0,,,0.0
Device issues NEC,Product packaging issues,Product container issue,3,2.0,,,0.0,,
Device issues NEC,Product physical issues,Liquid product physical issue,3,1.0,,12.0,0.0,,0.0
Device issues NEC,Product physical issues,Product after taste,3,8.0,1.0,3.0,0.0,0.0,0.0
Device issues NEC,Product physical issues,Product colour issue,3,4.0,,,0.0,,
Device issues NEC,Product physical issues,Product deposit,3,,,1.0,,,0.0
Device issues NEC,Product physical issues,Product leakage,3,1.0,,,0.0,,
Device issues NEC,Product physical issues,Product odour abnormal,3,3.0,,3.0,0.0,,0.0
Device issues NEC,Product physical issues,Product physical issue,3,2.0,,2.0,0.0,,0.0
Device issues NEC,Product physical issues,Product taste abnormal,3,8.0,1.0,10.0,0.0,0.0,0.0
Device issues NEC,Product quality issues NEC,Product complaint,3,,1.0,2.0,,0.0,0.0
Device issues NEC,Product quality issues NEC,Product formulation issue,3,1.0,,,0.0,,
Device issues NEC,Product quality issues NEC,Product impurity,3,,1.0,,,0.0,
Device issues NEC,Product quality issues NEC,Product origin unknown,3,3.0,,5.0,0.0,,0.0
Device issues NEC,Product quality issues NEC,Product quality issue,3,2.0,1.0,,0.0,0.0,
Device issues NEC,Product quality issues NEC,Product tampering,3,,1.0,,,0.0,
Device issues NEC,Product quality issues NEC,Suspected product quality issue,3,2.0,,,0.0,,
Device issues NEC,Product supply and availability issues,Product availability issue,3,4.0,2.0,1.0,0.0,0.0,0.0
Ear disorders,Ear disorders Ear disorders cont'd,Tinnitus,3,,,2637.0,,,0.0
Ear disorders,Ear disorders Ear disorders cont'd,Vertigo,3,,,1719.0,,,0.0
Ear disorders,Ear disorders Ear disorders cont'd,Vertigo labyrinthine,3,,,13.0,,,0.0
Ear disorders,Ear disorders Ear disorders cont'd,Vertigo positional,3,,,92.0,,,0.0
Ear disorders,Ear disorders NEC,Aural polyp,3,1.0,,,0.0,,
Ear disorders,Ear disorders NEC,Ear canal erythema,3,1.0,1.0,1.0,0.0,0.0,0.0
Ear disorders,Ear disorders NEC,Ear congestion,3,34.0,8.0,39.0,0.0,0.0,0.0
Ear disorders,Ear disorders NEC,Ear discomfort,3,128.0,10.0,111.0,0.0,0.0,0.0
Ear disorders,Ear disorders NEC,Ear disorder,3,24.0,6.0,27.0,0.0,0.0,0.0
Ear disorders,Ear disorders NEC,Ear haemorrhage,3,20.0,,15.0,0.0,,0.0
Ear disorders,Ear disorders NEC,Ear inflammation,3,2.0,1.0,3.0,0.0,0.0,0.0
Ear disorders,Ear disorders NEC,Ear pain,3,2130.0,352.0,1212.0,0.0,0.0,0.0
Ear disorders,Ear disorders NEC,Ear pruritus,3,7.0,,12.0,0.0,,0.0
Ear disorders,Ear disorders NEC,Ear swelling,3,79.0,9.0,41.0,0.0,0.0,0.0
Ear disorders,Ear disorders NEC,Otorrhoea,3,8.0,,8.0,0.0,,0.0
Ear disorders,Ear disorders NEC,Ototoxicity,3,,,1.0,,,0.0
Ear disorders,Ear disorders NEC,Paraesthesia ear,3,1.0,,1.0,0.0,,0.0
Ear disorders,Ear disordersEar disorders cont'd,Vertigo labyrinthine,3,18.0,,,0.0,,
Ear disorders,Ear disordersEar disorders cont'd,Vertigo positional,3,165.0,,,0.0,,
Ear disorders,Ear disordersEar disorders cont'd,Vestibular ataxia,3,1.0,,,0.0,,
Ear disorders,Eustachian tube disorders,Eustachian tube disorder,3,7.0,,5.0,0.0,,0.0
Ear disorders,Eustachian tube disorders,Eustachian tube dysfunction,3,6.0,,14.0,0.0,,0.0
Ear disorders,Eustachian tube disorders,Eustachian tube obstruction,3,9.0,2.0,7.0,0.0,0.0,0.0
Ear disorders,External ear disorders NEC,Auricular swelling,3,,,2.0,,,0.0
Ear disorders,External ear disorders NEC,Excessive cerumen production,3,42.0,3.0,12.0,0.0,0.0,0.0
Ear disorders,External ear disorders NEC,External ear pain,3,14.0,1.0,6.0,0.0,0.0,0.0
Ear disorders,External ear disorders NEC,Juvenile spring eruption,3,1.0,,,0.0,,
Ear disorders,External ear disorders NEC,Red ear syndrome,3,5.0,1.0,2.0,0.0,0.0,0.0
Ear disorders,External ear infections and inflammations,Chondrodermatitis nodularis chronica helicis,3,,,1.0,,,0.0
Ear disorders,External ear infections and inflammations,External ear inflammation,3,4.0,1.0,2.0,0.0,0.0,0.0
Ear disorders,Hearing disorders NEC,Auditory disorder,3,8.0,,6.0,0.0,,0.0
Ear disorders,Hearing disorders NEC,Diplacusis,3,,,2.0,,,0.0
Ear disorders,Hearing disorders NEC,Dysacusis,3,1.0,,1.0,0.0,,0.0
Ear disorders,Hearing losses,Conductive deafness,3,1.0,,1.0,0.0,,0.0
Ear disorders,Hearing losses,Deafness,3,446.0,65.0,324.0,1.0,0.0,0.0
Ear disorders,Hearing losses,Deafness bilateral,3,21.0,,14.0,0.0,,0.0
Ear disorders,Hearing losses,Deafness neurosensory,3,43.0,3.0,27.0,0.0,0.0,0.0
Ear disorders,Hearing losses,Deafness transitory,3,4.0,1.0,10.0,0.0,0.0,0.0
Ear disorders,Hearing losses,Deafness unilateral,3,61.0,11.0,42.0,0.0,0.0,0.0
Ear disorders,Hearing losses,Hypoacusis,3,256.0,49.0,240.0,0.0,0.0,0.0
Ear disorders,Hearing losses,Mixed deafness,3,3.0,,1.0,0.0,,0.0
Ear disorders,Hearing losses,Neurosensory hypoacusis,3,2.0,,,0.0,,
Ear disorders,Hearing losses,Sudden hearing loss,3,86.0,15.0,54.0,0.0,0.0,0.0
Ear disorders,Hyperacusia,Hyperacusis,3,183.0,12.0,86.0,0.0,0.0,0.0
Ear disorders,Hyperacusia,Misophonia,3,,,3.0,,,0.0
Ear disorders,Inner ear disorders NEC,Acute vestibular syndrome,3,,,2.0,,,0.0
Ear disorders,Inner ear disorders NEC,Endolymphatic hydrops,3,1.0,,,0.0,,
Ear disorders,Inner ear disorders NEC,Inner ear disorder,3,9.0,,13.0,0.0,,0.0
Ear disorders,Inner ear disorders NEC,Meniere's disease,3,30.0,2.0,16.0,0.0,0.0,0.0
Ear disorders,Inner ear disorders NEC,Vestibular disorder,3,11.0,1.0,15.0,0.0,0.0,0.0
Ear disorders,Inner ear infections and inflammations,Autoimmune inner ear disease,3,1.0,,1.0,0.0,,0.0
Ear disorders,Inner ear infections and inflammations,Inner ear inflammation,3,5.0,4.0,11.0,0.0,0.0,0.0
Ear disorders,Inner ear signs and symptoms,Motion sickness,3,131.0,20.0,72.0,0.0,0.0,0.0
Ear disorders,Inner ear signs and symptoms,Phobic postural vertigo,3,2.0,,1.0,0.0,,0.0
Ear disorders,Inner ear signs and symptoms,Tinnitus,3,4562.0,519.0,,0.0,0.0,
